tarih,plaka,marka,model,uretim_tarihi,km,parca_fiyat,iscilik_fiyat
2018-03-13,31,FORD,S350,2002,44407,4575,1716
2018-06-17,14,WOLKSWAGEN,S600,2004,88177,7207,1768
2019-03-18,48,BMW,S600,2000,8177,9958,271
2019-01-12,24,VOLVO,A180,2002,54351,8616,1190
2018-12-29,46,TOFAS,DOGAN,2012,19684,5609,1271
2018-10-14,10,FİAT,EGEA,2009,79632,6465,326
2018-03-31,15,WOLKSWAGEN,E200,2002,114326,8588,1788
2018-12-16,22,AUDİ,A180,2002,29022,5778,1095
2018-02-23,40,TOFAS,KARTAL,2009,59447,282,1888
2019-12-24,68,BMW,S350,2017,59825,2601,405
2019-11-16,5,FORD,A180,2001,168685,9163,694
2019-07-15,56,WOLKSWAGEN,S600,2012,144881,1120,1550
2019-07-05,39,VOLVO,S350,2009,79344,6223,1049
2019-06-12,53,FORD,S600,2009,66124,5756,439
2018-12-10,34,WOLKSWAGEN,S350,2008,192502,6543,1448
2018-10-11,17,SAAB,A180,2015,188122,4602,360
2019-01-17,76,MERCEDES,S600,2002,199756,6834,990
2019-10-23,17,SAAB,E200,2009,95554,3115,946
2019-06-06,53,SAAB,S600,2015,178449,3365,1239
2019-07-09,46,WOLKSWAGEN,S600,2000,60102,837,1011
2019-11-05,11,FORD,S600,2008,120345,8476,1956
2019-06-06,44,TESLA,A180,2015,52627,5390,777
2019-10-22,30,AUDİ,S600,2004,113303,5979,1839
2019-02-21,40,BMW,S350,2001,47902,446,365
2018-08-31,16,VOLVO,S600,2003,198017,7182,653
2018-09-30,65,TOFAS,DOGAN,2003,190787,7868,906
2018-12-12,12,VOLVO,S350,2004,14708,2522,379
2019-10-22,4,TOFAS,KARTAL,2005,168714,5334,833
2019-12-12,65,TOFAS,SAHIN,2011,174283,1547,1289
2019-08-30,79,TOFAS,DOGAN,2011,194330,349,621
2019-02-05,36,VOLVO,S350,2011,161019,6535,1069
2019-06-15,1,AUDİ,S600,2015,195098,3964,1880
2019-11-28,33,SAAB,E200,2010,193749,7238,1380
2019-03-24,45,WOLKSWAGEN,S600,2004,167468,2412,421
2018-10-24,9,VOLVO,S600,2009,118944,3018,1404
2018-03-18,80,VOLVO,S600,2002,85671,4977,727
2018-01-07,54,TOFAS,SAHIN,2002,146911,4731,1392
2018-08-15,3,AUDİ,E200,2005,185996,8521,1848
2019-12-20,39,TESLA,E200,2016,161111,1980,553
2018-05-21,77,FİAT,500L,2017,26351,2507,982
2018-02-17,44,SAAB,E200,2002,18755,7015,1361
2018-11-16,10,SAAB,S350,2011,133529,5811,1817
2018-02-20,69,BMW,S600,2004,40246,3528,545
2018-12-04,51,FORD,A180,2005,121436,5899,1499
2018-10-28,5,TESLA,E200,2000,163198,8304,1177
2019-08-10,73,FİAT,500L,2014,28889,6226,758
2018-10-28,20,FİAT,500L,2013,8588,2810,1725
2018-12-04,21,TESLA,A180,2005,89707,4128,1223
2019-07-25,25,TESLA,E200,2002,192933,8131,699
2018-01-02,62,AUDİ,A180,2006,28190,8564,1229
2018-04-17,64,WOLKSWAGEN,S350,2001,43316,7609,1984
2019-08-30,1,VOLVO,S600,2002,106991,9480,1579
2019-05-14,28,SAAB,A180,2000,170305,9995,1251
2019-03-30,31,TOFAS,KARTAL,2000,100783,8547,1532
2018-12-01,40,FİAT,EGEA,2006,142517,4116,1568
2019-02-25,33,SAAB,E200,2004,74864,2044,1413
2019-08-08,54,SAAB,S600,2015,51920,171,644
2019-10-12,62,SAAB,S350,2009,44121,6200,813
2019-10-28,12,AUDİ,A180,2014,67872,7698,1880
2019-06-01,58,MERCEDES,S350,2009,85166,9276,1859
2019-08-25,31,FORD,A180,2000,59754,5061,778
2018-08-09,31,WOLKSWAGEN,S350,2016,7915,6891,1282
2019-08-03,21,AUDİ,E200,2012,90648,7107,448
2019-12-16,22,TESLA,A180,2010,75416,6503,1022
2018-03-30,65,SAAB,E200,2005,175915,5620,979
2018-06-04,57,VOLVO,E200,2005,165092,8682,1087
2019-09-05,74,WOLKSWAGEN,A180,2008,12908,6668,1430
2019-10-22,67,BMW,S600,2015,39717,4697,710
2019-12-30,5,AUDİ,A180,2009,137904,5132,827
2018-03-17,20,AUDİ,S600,2009,198970,7472,1093
2019-06-02,28,VOLVO,E200,2015,60127,1416,1072
2019-06-19,62,FİAT,EGEA,2002,6169,5101,991
2019-08-08,1,MERCEDES,S600,2013,74281,6449,1983
2019-02-19,75,FİAT,500,2001,34362,1394,1098
2019-12-13,76,SAAB,S350,2003,127389,2999,1519
2018-03-29,49,BMW,S350,2014,12703,6734,828
2019-10-27,23,FİAT,500L,2012,110235,514,1519
2018-08-24,80,BMW,E200,2012,10077,2576,375
2018-10-11,41,TOFAS,KARTAL,2015,184405,2716,736
2019-10-21,74,TESLA,E200,2015,128979,2287,1234
2019-02-26,29,AUDİ,E200,2000,48544,4678,1702
2018-01-05,34,AUDİ,S350,2016,27705,3337,1883
2019-04-04,19,SAAB,A180,2007,108599,4293,1835
2018-01-11,40,WOLKSWAGEN,S600,2011,38945,1373,546
2019-03-23,81,FİAT,500,2015,149075,8425,527
2018-11-01,42,AUDİ,S350,2010,180425,6300,1938
2018-09-21,10,FORD,S600,2012,39262,3351,752
2019-10-24,41,MERCEDES,E200,2017,60607,6468,1776
2018-06-15,73,SAAB,E200,2014,105460,6790,566
2019-03-06,25,TESLA,E200,2016,198514,2911,673
2018-09-24,15,FORD,A180,2009,31942,2347,1461
2018-05-22,80,FİAT,500L,2003,43544,6214,695
2019-09-02,56,VOLVO,S600,2007,92585,7081,972
2019-01-04,44,VOLVO,S350,2011,55586,5509,1718
2019-03-19,5,FİAT,500,2016,15043,6021,1282
2018-03-11,39,SAAB,E200,2001,5643,1040,1273
2018-03-02,14,BMW,S600,2005,25307,1495,642
2019-09-22,72,TESLA,E200,2000,43004,7814,1466
2019-02-22,44,AUDİ,S350,2004,28684,6672,1207
2019-01-01,64,FORD,A180,2006,185958,5438,696
2019-09-20,43,TOFAS,KARTAL,2005,129808,9686,295
2018-05-04,47,TESLA,S600,2007,12237,3403,1589
2018-12-24,59,TOFAS,SAHIN,2004,13099,4307,812
2019-05-24,75,TOFAS,KARTAL,2014,10342,7082,622
2018-09-25,40,WOLKSWAGEN,S350,2003,154945,3100,1077
2018-03-28,50,FORD,E200,2008,188302,2974,904
2019-01-03,63,WOLKSWAGEN,A180,2006,31166,3793,1842
2019-09-18,42,SAAB,S350,2007,46204,8367,446
2019-03-02,59,FORD,S600,2007,85214,9059,1009
2019-01-23,75,TESLA,S350,2000,117183,5176,1916
2019-03-12,52,AUDİ,S350,2013,195238,4339,614
2018-10-25,4,TOFAS,DOGAN,2016,125263,4157,1932
2018-11-27,53,FİAT,500,2016,154504,2647,1605
2018-01-06,23,WOLKSWAGEN,S600,2012,82879,3578,1227
2018-02-09,1,SAAB,A180,2000,198873,547,1549
2019-11-27,17,AUDİ,A180,2007,183198,256,948
2019-09-05,15,MERCEDES,S350,2012,64278,3630,803
2018-04-04,20,FORD,A180,2009,20467,672,660
2019-11-19,73,SAAB,S600,2004,31555,1146,818
2018-08-30,38,TOFAS,DOGAN,2012,142649,564,539
2018-04-24,76,VOLVO,S350,2006,93605,7682,1231
2018-11-27,75,SAAB,A180,2005,167574,6659,1299
2018-03-25,51,FORD,S600,2011,191848,7904,628
2018-12-22,72,MERCEDES,S600,2017,185867,4632,1471
2018-02-16,76,MERCEDES,E200,2006,80640,4921,538
2019-09-14,31,VOLVO,S600,2009,177449,4463,1193
2019-12-12,15,MERCEDES,E200,2003,114781,5479,1561
2018-09-27,7,TESLA,S350,2005,23819,1940,1844
2019-03-25,64,FİAT,DOBLO,2001,25585,915,595
2019-03-24,34,BMW,S600,2008,75677,4342,573
2019-02-19,49,SAAB,E200,2002,179832,461,835
2018-02-07,79,MERCEDES,S600,2001,1211,426,269
2018-09-20,14,SAAB,A180,2003,1191,7883,1560
2019-04-26,72,WOLKSWAGEN,S600,2004,113250,295,1872
2019-09-07,79,AUDİ,A180,2006,102327,9434,1660
2019-05-23,27,BMW,S350,2014,139034,3760,990
2018-03-05,57,FİAT,DOBLO,2005,47787,267,290
2018-07-21,47,VOLVO,S350,2004,4744,7693,1214
2019-10-02,47,TESLA,A180,2007,107999,4845,1212
2019-08-29,19,FİAT,DOBLO,2017,189991,5830,1674
2018-11-07,10,BMW,S600,2007,89160,9476,1378
2019-10-27,28,FİAT,EGEA,2012,133880,2636,1103
2019-04-17,70,AUDİ,E200,2013,60567,3906,837
2019-05-12,41,WOLKSWAGEN,S350,2016,42224,6243,1805
2019-08-17,81,WOLKSWAGEN,E200,2001,146131,2824,1171
2019-04-23,40,VOLVO,E200,2005,97574,1030,1548
2019-02-09,46,TESLA,S350,2001,92984,1028,991
2018-07-05,41,FİAT,EGEA,2016,55063,7747,1116
2019-11-19,72,MERCEDES,S350,2001,175716,1071,335
2019-02-19,8,TESLA,A180,2015,74645,9090,1828
2018-06-19,37,VOLVO,S600,2016,178862,6169,551
2019-12-29,24,MERCEDES,E200,2011,32765,9352,1302
2019-01-18,21,VOLVO,S600,2011,105958,5108,656
2019-04-28,39,VOLVO,E200,2010,176997,1909,469
2019-05-05,79,TESLA,S350,2016,104033,207,1392
2018-02-23,28,VOLVO,E200,2008,139159,6089,528
2018-08-30,62,TOFAS,DOGAN,2005,102079,2753,1663
2019-01-02,68,BMW,E200,2001,84082,6647,381
2019-04-12,17,BMW,S600,2008,42450,1806,481
2019-01-05,66,AUDİ,S350,2008,155297,1385,1941
2019-06-20,38,MERCEDES,S350,2009,51067,6270,607
2018-11-02,81,AUDİ,S350,2015,116973,2477,399
2019-08-31,13,VOLVO,E200,2002,107215,1778,965
2019-12-23,79,AUDİ,E200,2006,16189,3732,731
2018-08-12,70,TOFAS,DOGAN,2008,133078,7309,1552
2019-09-06,9,MERCEDES,A180,2000,180364,6205,1054
2018-06-23,23,WOLKSWAGEN,E200,2001,16144,9961,1287
2018-06-11,47,TESLA,S350,2003,48363,4290,1662
2018-01-09,42,TOFAS,KARTAL,2012,28808,4035,1141
2018-09-03,14,MERCEDES,A180,2012,145271,1692,1387
2019-02-25,3,WOLKSWAGEN,E200,2000,91377,295,1226
2018-12-09,16,FİAT,500L,2009,20754,9869,1893
2019-11-02,47,FORD,E200,2015,65848,4573,1149
2018-02-05,12,TOFAS,DOGAN,2013,187438,5275,874
2019-05-14,3,TOFAS,KARTAL,2002,146583,65,1907
2019-09-09,55,FİAT,DOBLO,2007,17892,816,1393
2018-08-01,47,TESLA,S600,2016,25846,4879,1089
2018-09-18,36,MERCEDES,A180,2015,3479,5287,1501
2019-02-01,45,FORD,A180,2014,44838,3567,425
2018-03-15,45,VOLVO,S600,2008,130227,3243,762
2018-10-04,37,FİAT,DOBLO,2000,109623,4289,880
2019-09-22,35,AUDİ,E200,2007,68232,5900,1004
2019-04-23,26,SAAB,E200,2009,49332,4829,368
2018-01-25,23,TOFAS,DOGAN,2017,111370,5093,877
2018-05-25,22,SAAB,E200,2008,186603,7949,680
2018-12-31,81,MERCEDES,S350,2010,180986,6810,334
2019-02-26,42,BMW,E200,2004,166565,1666,1467
2019-11-24,39,BMW,E200,2012,110990,9064,908
2019-08-27,67,TOFAS,SAHIN,2006,78253,6997,472
2019-12-04,39,VOLVO,S600,2001,29974,715,1733
2019-02-25,75,TOFAS,SAHIN,2008,126571,4026,1996
2018-12-18,62,WOLKSWAGEN,S350,2002,28668,9864,763
2018-03-14,11,MERCEDES,A180,2000,187475,6771,522
2018-01-31,66,WOLKSWAGEN,E200,2007,185791,479,598
2019-11-27,19,BMW,S350,2014,146356,8681,1025
2019-12-30,3,MERCEDES,S350,2004,45473,4056,1284
2018-10-21,48,VOLVO,A180,2010,145173,8155,361
2018-11-15,65,FORD,S350,2015,132148,880,735
2019-04-18,34,WOLKSWAGEN,S600,2011,126118,8695,418
2019-09-25,19,TOFAS,KARTAL,2003,127394,7475,655
2018-03-12,7,SAAB,S350,2003,163604,9203,1393
2018-10-26,27,FİAT,500,2001,46883,7171,565
2018-10-17,75,FİAT,DOBLO,2006,5119,3363,538
2019-09-20,58,FORD,E200,2015,71917,1060,1329
2018-10-29,42,WOLKSWAGEN,S600,2012,70411,5990,1024
2018-06-17,8,TOFAS,KARTAL,2006,67854,8074,1301
2019-09-19,41,AUDİ,E200,2008,128559,3825,565
2018-10-12,3,SAAB,S600,2017,74842,8334,1120
2019-12-11,59,AUDİ,S350,2016,123643,3044,1644
2019-11-20,73,VOLVO,S350,2015,126594,7418,420
2018-01-31,2,WOLKSWAGEN,A180,2008,155678,5898,494
2019-03-21,57,BMW,A180,2016,152190,7560,1111
2019-04-18,55,FİAT,EGEA,2014,158410,5419,1849
2019-04-26,43,WOLKSWAGEN,S600,2016,79706,914,1178
2018-11-06,15,SAAB,A180,2011,42264,8174,1488
2018-06-03,37,WOLKSWAGEN,S350,2010,174378,6155,1442
2018-09-04,30,TOFAS,DOGAN,2014,60846,7533,1333
2019-11-02,3,TOFAS,KARTAL,2017,159714,2787,1297
2019-02-01,60,WOLKSWAGEN,A180,2007,37746,9648,601
2019-09-25,38,WOLKSWAGEN,E200,2004,16844,4848,1976
2019-10-01,18,MERCEDES,S600,2016,31345,2169,1281
2019-11-16,36,FORD,A180,2015,129890,3161,1736
2018-10-20,16,WOLKSWAGEN,S600,2017,75771,1051,1025
2019-09-10,5,WOLKSWAGEN,S600,2003,18016,1190,820
2019-11-21,11,TOFAS,SAHIN,2002,155205,1602,709
2018-12-31,29,FİAT,500L,2005,25642,3020,1745
2018-04-02,35,WOLKSWAGEN,A180,2013,96543,2417,1634
2018-06-13,37,WOLKSWAGEN,S600,2012,190167,712,1132
2018-07-31,59,FORD,E200,2008,69809,4012,260
2018-09-06,2,VOLVO,S350,2001,38536,2815,1359
2019-05-25,68,AUDİ,A180,2011,64820,1101,889
2019-07-24,6,FORD,S600,2017,40392,6774,1595
2019-11-23,73,MERCEDES,E200,2010,180596,6966,1784
2018-02-20,81,MERCEDES,S350,2007,19928,2952,1401
2018-10-10,64,TESLA,S600,2000,79503,7969,807
2019-11-08,51,VOLVO,S350,2009,134980,8223,1741
2019-09-21,54,VOLVO,A180,2012,27023,7335,1930
2019-12-24,76,AUDİ,S350,2013,17584,3809,1726
2018-03-19,7,SAAB,A180,2004,144668,8622,1161
2019-09-18,71,FORD,S600,2010,31437,2903,1671
2019-02-05,17,AUDİ,E200,2008,142643,3689,756
2018-11-29,31,TOFAS,SAHIN,2006,97628,8275,1473
2019-10-17,15,TOFAS,KARTAL,2008,10857,7513,970
2019-03-15,44,FİAT,500L,2003,140810,5848,836
2018-10-29,72,TESLA,E200,2011,55076,9012,1183
2019-09-04,39,MERCEDES,S350,2014,22922,3073,589
2019-05-31,7,TESLA,A180,2016,133311,8378,1303
2018-01-06,1,TOFAS,DOGAN,2002,77896,4741,1998
2019-08-22,46,VOLVO,E200,2003,19840,1549,1934
2019-03-18,50,AUDİ,A180,2003,5298,719,882
2018-10-26,33,FORD,A180,2006,20597,7278,650
2018-09-30,39,WOLKSWAGEN,E200,2010,65067,7584,420
2018-06-10,22,FORD,S600,2013,160169,9722,1887
2019-12-27,59,VOLVO,E200,2009,102595,8503,369
2018-12-02,45,VOLVO,A180,2007,110928,1456,1853
2019-07-01,29,FİAT,EGEA,2010,188779,5219,1992
2018-08-25,68,SAAB,S350,2011,198069,9377,946
2019-02-26,3,TOFAS,KARTAL,2013,108995,139,1641
2019-02-16,41,FİAT,EGEA,2000,157313,4654,289
2019-08-05,79,WOLKSWAGEN,E200,2003,69199,7832,1660
2019-03-16,50,FORD,S350,2000,194274,599,1612
2019-10-31,23,VOLVO,S350,2010,95084,9123,338
2019-01-29,56,FİAT,500L,2017,59171,1564,718
2019-03-13,66,VOLVO,E200,2006,58987,3610,760
2018-12-22,7,SAAB,S600,2004,75374,9725,1630
2018-06-08,21,TESLA,S600,2005,6646,1476,1888
2019-07-29,56,VOLVO,A180,2002,139411,717,845
2018-10-01,59,SAAB,E200,2014,155728,5635,454
2018-01-19,31,FİAT,DOBLO,2012,161994,3832,374
2019-12-28,51,SAAB,S350,2017,50344,9683,993
2018-07-02,7,WOLKSWAGEN,A180,2015,159423,3320,1317
2018-03-05,62,FORD,E200,2003,109906,4749,494
2019-09-07,25,FİAT,500,2007,60464,4046,1467
2018-11-24,13,SAAB,E200,2009,156715,1919,1623
2019-07-15,64,TESLA,E200,2003,192448,1589,999
2018-01-05,16,TESLA,E200,2006,100279,1964,663
2018-09-07,67,SAAB,A180,2003,26456,3171,1231
2019-11-28,10,FORD,S600,2017,1525,4450,1550
2019-12-18,21,TOFAS,KARTAL,2013,39186,3802,1175
2019-09-12,48,AUDİ,S600,2004,135808,4725,1160
2019-05-20,73,TESLA,S600,2002,35762,8473,738
2019-03-21,9,FORD,A180,2013,188168,5193,454
2018-06-19,32,SAAB,E200,2001,146031,2587,841
2018-05-15,13,VOLVO,A180,2004,55196,2506,1469
2018-02-05,4,WOLKSWAGEN,E200,2000,171267,6310,699
2019-12-26,41,BMW,S600,2004,113698,9427,1853
2019-01-01,1,SAAB,E200,2002,79236,7961,1353
2018-04-11,67,TOFAS,SAHIN,2008,23162,1044,1842
2019-03-09,23,FORD,S350,2000,74292,7444,563
2018-07-21,80,VOLVO,A180,2012,69883,2183,1713
2018-03-16,80,TESLA,S350,2014,21839,9064,520
2019-12-12,64,FİAT,DOBLO,2009,73397,3778,1888
2018-08-18,60,VOLVO,E200,2007,21252,3003,698
2018-12-02,12,SAAB,E200,2015,122431,187,546
2018-06-05,40,TESLA,S350,2009,16475,7453,685
2019-05-30,71,WOLKSWAGEN,E200,2001,185223,1872,1039
2019-11-03,20,SAAB,S600,2009,139258,3872,425
2018-11-15,51,MERCEDES,S600,2012,67335,9175,1679
2018-08-05,77,FİAT,500L,2003,33995,7898,1985
2018-04-16,13,SAAB,S600,2017,17198,986,1709
2019-07-22,35,VOLVO,S350,2003,152441,4039,364
2018-09-07,63,TESLA,A180,2011,105673,2451,1305
2019-03-24,4,TOFAS,KARTAL,2012,194033,5512,1139
2019-10-01,53,WOLKSWAGEN,S600,2013,136899,1067,256
2018-07-30,35,FİAT,500,2004,138677,8446,1356
2018-08-22,67,BMW,S350,2009,190227,8381,654
2018-12-05,19,FORD,S350,2000,181923,6975,1715
2018-11-07,6,WOLKSWAGEN,A180,2002,16170,7786,1141
2019-06-07,50,MERCEDES,A180,2011,63611,4860,1990
2019-11-22,62,WOLKSWAGEN,A180,2015,51556,5572,1090
2018-12-17,66,FİAT,500,2010,72165,3343,572
2018-05-11,11,BMW,A180,2000,55399,1389,1748
2019-01-28,14,TESLA,S350,2001,80355,4712,750
2018-08-28,66,MERCEDES,S600,2012,89569,2661,604
2018-09-03,72,FORD,S350,2010,33126,715,981
2019-12-16,20,SAAB,E200,2013,195176,179,767
2019-10-21,25,BMW,S600,2004,81685,6877,1517
2018-03-27,18,TESLA,E200,2009,54170,5290,1625
2019-07-07,28,AUDİ,E200,2013,183423,6406,890
2019-01-03,26,SAAB,S350,2013,70560,6246,1720
2019-08-03,29,TESLA,S350,2003,169008,570,1670
2019-10-29,73,FORD,S600,2005,4040,9278,1900
2018-12-18,47,WOLKSWAGEN,E200,2000,16242,5558,1152
2018-07-31,68,AUDİ,S350,2002,1509,2132,1449
2018-05-21,57,AUDİ,S600,2015,18063,7808,1859
2018-06-29,4,FİAT,500L,2001,52679,5479,254
2019-09-12,20,FİAT,500,2016,82155,2363,968
2019-11-25,4,FORD,E200,2004,156165,73,1008
2019-11-05,81,TOFAS,SAHIN,2001,181193,9888,831
2019-01-18,41,WOLKSWAGEN,A180,2002,194265,3750,1955
2019-03-16,50,FİAT,500L,2010,3640,3663,622
2019-05-02,46,BMW,S350,2016,91681,3483,839
2019-10-11,15,BMW,S350,2007,49256,972,274
2019-01-28,56,TESLA,S350,2002,123282,6579,1873
2018-03-09,43,BMW,S350,2005,183977,9788,708
2019-01-31,69,MERCEDES,S600,2007,105521,7503,254
2018-06-13,61,WOLKSWAGEN,E200,2014,28158,130,735
2019-01-29,43,SAAB,S350,2003,104904,7318,1535
2019-01-22,34,WOLKSWAGEN,S600,2005,86481,6140,1909
2018-02-08,12,AUDİ,E200,2000,73747,5918,1854
2019-12-27,50,FORD,S350,2014,162752,1264,994
2018-05-23,67,FORD,E200,2002,148211,6264,475
2019-04-09,49,SAAB,S350,2017,11462,1654,989
2019-07-11,73,AUDİ,E200,2011,181815,5958,1118
2019-06-05,52,FİAT,EGEA,2001,131108,9241,728
2018-04-28,12,AUDİ,E200,2013,6708,4189,1997
2018-03-09,55,VOLVO,E200,2015,65354,2788,744
2019-10-09,66,SAAB,A180,2013,133057,9140,1899
2019-04-08,3,TOFAS,KARTAL,2002,123200,8143,1345
2019-10-12,48,WOLKSWAGEN,S600,2001,101825,2038,490
2019-07-14,51,WOLKSWAGEN,E200,2008,50199,6276,1847
2018-03-03,14,WOLKSWAGEN,E200,2002,144206,7314,1923
2018-01-25,25,FİAT,500L,2016,130912,3754,429
2018-08-10,36,FORD,A180,2012,108557,5301,622
2019-05-18,34,MERCEDES,E200,2001,138580,8563,1639
2019-02-21,68,TESLA,E200,2009,175722,4040,323
2019-08-06,29,FİAT,500L,2007,159064,6500,1289
2019-09-04,10,BMW,S350,2003,96444,9832,752
2019-02-26,20,FİAT,500,2012,27297,7614,348
2018-03-26,16,FİAT,500,2002,185581,9954,1098
2019-09-22,14,TOFAS,SAHIN,2012,137932,8257,1900
2019-06-18,44,FORD,S600,2016,53832,7200,1264
2018-08-20,37,FORD,E200,2002,178613,8990,1300
2019-08-02,48,FİAT,500L,2002,84603,7655,258
2019-09-07,58,SAAB,A180,2008,91182,679,1923
2019-01-14,25,FORD,S350,2006,9238,1053,621
2018-04-11,76,AUDİ,S600,2005,26194,5739,780
2018-06-01,62,FORD,A180,2002,90122,7564,1718
2019-09-06,14,FORD,E200,2009,189517,118,1239
2019-07-21,28,TESLA,S600,2001,198542,7644,320
2018-03-29,18,FORD,E200,2010,194481,7201,945
2019-11-13,49,AUDİ,S600,2011,33458,4805,741
2019-10-08,17,TOFAS,DOGAN,2006,163012,5159,267
2019-12-04,47,TESLA,S600,2003,107178,5570,1957
2018-05-14,20,TOFAS,DOGAN,2004,153943,7625,573
2018-03-12,61,VOLVO,A180,2003,141206,8214,1237
2018-05-04,78,VOLVO,S600,2015,115095,7105,1345
2018-06-28,68,SAAB,S350,2017,155354,2702,1348
2018-12-13,5,BMW,A180,2013,14619,8620,1383
2019-02-01,66,BMW,S350,2014,94359,6669,1323
2019-02-21,17,TOFAS,DOGAN,2010,167627,1278,987
2019-03-30,17,VOLVO,E200,2017,162714,5482,1688
2019-03-19,47,WOLKSWAGEN,A180,2015,41717,5842,523
2018-08-24,20,BMW,A180,2002,33911,8338,1213
2019-08-01,29,BMW,S350,2001,90329,4736,1609
2019-01-15,22,FİAT,500L,2011,128150,7025,340
2018-10-01,13,AUDİ,S600,2017,62598,2432,1871
2018-12-07,29,MERCEDES,S600,2011,117154,4359,789
2019-08-13,3,BMW,E200,2008,117665,3354,1549
2019-01-17,68,TESLA,E200,2014,177557,1984,867
2018-04-30,59,BMW,S350,2000,185118,8394,807
2019-08-13,34,FİAT,500,2012,161719,7325,764
2018-01-16,9,WOLKSWAGEN,E200,2014,121722,8365,501
2018-02-24,68,TOFAS,SAHIN,2017,160827,7029,527
2018-09-12,58,SAAB,S600,2016,199766,1062,379
2018-02-17,48,WOLKSWAGEN,A180,2004,49216,1993,1163
2018-08-09,67,BMW,S350,2017,146707,1073,326
2019-03-12,61,WOLKSWAGEN,E200,2005,56242,9424,1554
2018-07-16,17,BMW,A180,2009,196130,7842,1869
2019-10-08,16,MERCEDES,S600,2005,56717,6738,888
2019-10-18,72,AUDİ,S600,2004,187089,2308,1097
2019-12-06,63,SAAB,S600,2016,162951,4757,1076
2019-09-03,64,MERCEDES,E200,2015,137492,6712,1637
2018-05-05,32,TOFAS,SAHIN,2013,157260,3843,710
2019-02-17,54,TOFAS,SAHIN,2006,50141,6118,1104
2018-10-08,14,AUDİ,A180,2009,95079,5407,520
2018-01-01,75,BMW,A180,2005,34265,6676,746
2018-04-30,39,WOLKSWAGEN,S600,2001,197284,2050,1259
2019-12-12,38,TESLA,S350,2001,147911,6031,277
2019-02-16,12,BMW,E200,2011,49704,3078,692
2018-11-28,38,TESLA,A180,2015,90042,6036,737
2019-01-22,81,FİAT,500,2001,44613,3294,1355
2018-11-30,47,BMW,S350,2002,56021,8087,1669
2019-05-05,43,VOLVO,A180,2012,78540,609,899
2019-01-06,78,FİAT,500,2009,192835,765,319
2018-08-16,2,VOLVO,S600,2016,130804,3437,1344
2018-05-09,21,TESLA,S600,2012,91235,9303,1228
2019-06-16,9,FORD,S600,2005,81712,6823,1507
2019-12-14,37,TOFAS,SAHIN,2015,70944,8145,1473
2019-03-24,46,WOLKSWAGEN,A180,2010,69345,9600,588
2018-07-14,80,WOLKSWAGEN,S600,2015,169598,7733,1746
2019-03-05,9,TOFAS,KARTAL,2013,141797,5720,576
2019-01-10,54,BMW,S600,2010,141303,8809,1739
2019-12-22,20,MERCEDES,A180,2000,181802,6247,956
2018-12-01,43,FİAT,EGEA,2015,72933,8056,512
2019-12-17,15,FİAT,500L,2000,154839,2869,368
2019-04-06,62,TESLA,A180,2017,198564,1759,345
2018-12-27,36,BMW,S600,2001,141904,2741,1169
2019-12-22,52,VOLVO,E200,2000,68373,5347,1443
2019-11-30,79,FORD,S600,2010,166899,9082,1853
2019-05-17,36,TOFAS,DOGAN,2010,58427,7810,1833
2019-11-04,75,BMW,A180,2002,177004,5051,1490
2018-04-13,18,MERCEDES,S600,2017,45109,210,1707
2018-12-03,70,FİAT,500L,2014,4491,759,509
2019-09-14,74,TESLA,E200,2014,180165,4186,341
2019-11-18,1,TESLA,E200,2017,89763,1250,1867
2018-07-11,62,FORD,E200,2012,72394,3467,1432
2018-02-04,71,SAAB,E200,2014,82544,2717,1313
2019-10-06,2,MERCEDES,S600,2004,103283,8477,1475
2019-06-28,11,FİAT,EGEA,2014,117268,6423,1995
2018-02-28,11,FİAT,500,2002,31251,5662,890
2018-01-12,15,MERCEDES,E200,2015,144521,1645,251
2018-04-03,43,VOLVO,S600,2001,46924,3127,486
2018-09-21,9,MERCEDES,A180,2009,80910,1336,1417
2018-07-06,59,MERCEDES,A180,2008,117915,7215,634
2019-09-10,29,SAAB,S350,2016,39431,9686,1589
2018-10-11,65,MERCEDES,S600,2002,10368,6550,1737
2018-07-04,31,WOLKSWAGEN,A180,2012,105440,6602,1234
2019-02-14,16,BMW,S600,2010,125150,3536,1070
2018-07-23,36,SAAB,S600,2013,17526,2347,1806
2018-06-02,20,WOLKSWAGEN,S350,2007,3473,6622,1071
2019-10-07,52,WOLKSWAGEN,S350,2014,185218,6162,719
2019-05-21,75,MERCEDES,A180,2008,197836,520,360
2018-12-10,3,TOFAS,DOGAN,2004,49635,2787,1743
2019-11-07,28,TOFAS,DOGAN,2003,69022,1958,503
2018-06-22,35,VOLVO,E200,2014,189249,8601,308
2019-11-16,44,SAAB,S600,2004,19613,3799,1943
2019-09-03,44,TESLA,S350,2003,62947,1832,1328
2018-08-28,75,TESLA,A180,2016,60109,7898,1520
2019-02-15,33,BMW,E200,2016,35432,6749,1313
2018-08-23,47,MERCEDES,E200,2006,25239,542,1281
2018-02-12,13,VOLVO,S600,2013,194058,4856,1157
2019-10-05,10,SAAB,A180,2007,56490,8128,966
2019-05-07,80,MERCEDES,A180,2016,88390,5006,1528
2019-10-18,76,VOLVO,S350,2008,112293,1998,997
2019-06-14,80,BMW,E200,2017,27881,1027,355
2018-03-26,74,SAAB,E200,2011,122903,1677,281
